annual_revenue,billing,billing.amount,billing.currency,billing.plan,created_at,domain,email,employee_count,id,industry,integrations,integrations.hubspot,integrations.salesforce,integrations.slack,metadata,metadata.account_manager,metadata.priority,metadata.region,metadata.support_level,metadata.tier,name,updated_at
122815779,"{""plan"": ""annual"", ""amount"": 2216, ""currency"": ""USD""}",2216,USD,annual,2023-12-16T00:00:00Z,artisancoffee.example,contact246@artisancoffee.example,70,1246,food_beverage,,,,,"{""tier"": ""professional"", ""support_level"": ""basic"", ""account_manager"": ""Emily Rodriguez"", ""region"": ""west"", ""priority"": 1}",Emily Rodriguez,1,west,basic,professional,Artisan Coffee Roasters #246,2024-06-10T00:00:00Z
94612533,,,,,2023-07-14T00:00:00Z,edupublishing.example,contact247@edupublishing.example,980,1247,education,,,,,"{""tier"": ""starter"", ""support_level"": ""basic"", ""account_manager"": ""Taylor Brown"", ""region"": ""north"", ""priority"": 4}",Taylor Brown,4,north,basic,starter,Educational Publishing House #247,2023-09-10T00:00:00Z
155983760,"{""plan"": ""monthly"", ""amount"": 711, ""currency"": ""USD""}",711,USD,monthly,2023-08-27T00:00:00Z,sustainablefashion.example,contact248@sustainablefashion.example,110,1248,fashion,,,,,"{""tier"": ""starter"", ""support_level"": ""premium"", ""account_manager"": ""Lisa Wang"", ""region"": ""north"", ""priority"": 1}",Lisa Wang,1,north,premium,starter,Sustainable Fashion Brand #248,2023-10-16T00:00:00Z
109344695,"{""plan"": ""annual"", ""amount"": 4765, ""currency"": ""USD""}",4765,USD,annual,2023-08-12T00:00:00Z,advancedmfg.example,contact249@advancedmfg.example,675,1249,manufacturing,,,,,"{""tier"": ""starter"", ""support_level"": ""premium"", ""account_manager"": ""Sarah Johnson"", ""region"": ""south"", ""priority"": 3}",Sarah Johnson,3,south,premium,starter,Advanced Manufacturing Corp #249,2023-10-23T00:00:00Z
59425430,"{""plan"": ""annual"", ""amount"": 7989, ""currency"": ""USD""}",7989,USD,annual,2023-07-25T00:00:00Z,digitalmarketing.example,contact250@digitalmarketing.example,593,1250,marketing,,,,,"{""tier"": ""professional"", ""support_level"": ""basic"", ""account_manager"": ""Casey Miller"", ""region"": ""north"", ""priority"": 4}",Casey Miller,4,north,basic,professional,Digital Marketing Agency #250,2023-12-10T00:00:00Z
123752088,"{""plan"": ""monthly"", ""amount"": 9907, ""currency"": ""USD""}",9907,USD,monthly,2023-09-17T00:00:00Z,cloudservices.example,contact251@cloudservices.example,214,1251,cloud_computing,"{""salesforce"": true, ""hubspot"": true, ""slack"": true}",True,True,True,"{""tier"": ""starter"", ""support_level"": ""basic"", ""account_manager"": ""Sarah Johnson"", ""region"": ""north"", ""priority"": 3}",Sarah Johnson,3,north,basic,starter,Cloud Services Provider #251,2024-01-08T00:00:00Z
165290521,,,,,2023-10-03T00:00:00Z,biotechresearch.example,contact252@biotechresearch.example,250,1252,biotechnology,,,,,"{""tier"": ""enterprise"", ""support_level"": ""premium"", ""account_manager"": ""Jordan Lee"", ""region"": ""south"", ""priority"": 3}",Jordan Lee,3,south,premium,enterprise,Biotech Research Lab #252,2023-11-30T00:00:00Z
142183339,,,,,2024-01-18T00:00:00Z,urbanplanning.example,contact253@urbanplanning.example,588,1253,consulting,,,,,"{""tier"": ""starter"", ""support_level"": ""basic"", ""account_manager"": ""Lisa Wang"", ""region"": ""north"", ""priority"": 5}",Lisa Wang,5,north,basic,starter,Urban Planning Consultants #253,2024-07-21T00:00:00Z
48737685,,,,,2023-03-20T00:00:00Z,renewableresources.example,contact254@renewableresources.example,139,1254,energy,,,,,"{""tier"": ""starter"", ""support_level"": ""basic"", ""account_manager"": ""Morgan Davis"", ""region"": ""central"", ""priority"": 2}",Morgan Davis,2,central,basic,starter,Renewable Resources Corp #254,2023-09-04T00:00:00Z
44058410,,,,,2024-02-08T00:00:00Z,mobileapp.example,contact255@mobileapp.example,785,1255,mobile,,,,,"{""tier"": ""professional"", ""support_level"": ""standard"", ""account_manager"": ""David Kim"", ""region"": ""west"", ""priority"": 2}",David Kim,2,west,standard,professional,Mobile App Development #255,2024-05-07T00:00:00Z
5996126,,,,,2023-01-22T00:00:00Z,dataanalytics.example,contact256@dataanalytics.example,69,1256,analytics,"{""salesforce"": false, ""hubspot"": true, ""slack"": true}",True,False,True,"{""tier"": ""starter"", ""support_level"": ""basic"", ""account_manager"": ""Sarah Johnson"", ""region"": ""east"", ""priority"": 2}",Sarah Johnson,2,east,basic,starter,Data Analytics Firm #256,2023-03-06T00:00:00Z
59842381,,,,,2024-04-18T00:00:00Z,cybersecurity.example,contact257@cybersecurity.example,427,1257,security,"{""salesforce"": false, ""hubspot"": true, ""slack"": true}",True,False,True,"{""tier"": ""starter"", ""support_level"": ""premium"", ""account_manager"": ""Taylor Brown"", ""region"": ""east"", ""priority"": 5}",Taylor Brown,5,east,premium,starter,Cybersecurity Solutions #257,2024-08-15T00:00:00Z
74071368,,,,,2024-03-26T00:00:00Z,ecommerce.example,contact258@ecommerce.example,820,1258,retail,,,,,"{""tier"": ""enterprise"", ""support_level"": ""basic"", ""account_manager"": ""Morgan Davis"", ""region"": ""east"", ""priority"": 2}",Morgan Davis,2,east,basic,enterprise,E-commerce Platform #258,2024-09-25T00:00:00Z
34585744,,,,,2023-04-01T00:00:00Z,airesearch.example,contact259@airesearch.example,321,1259,research,,,,,"{""tier"": ""enterprise"", ""support_level"": ""standard"", ""account_manager"": ""Casey Miller"", ""region"": ""west"", ""priority"": 3}",Casey Miller,3,west,standard,enterprise,AI Research Institute #259,2023-04-05T00:00:00Z
41141065,,,,,2023-07-02T00:00:00Z,techsolutions.example,contact260@techsolutions.example,539,1260,technology,,,,,"{""tier"": ""professional"", ""support_level"": ""basic"", ""account_manager"": ""David Kim"", ""region"": ""east"", ""priority"": 1}",David Kim,1,east,basic,professional,Tech Solutions Inc #260,2023-11-19T00:00:00Z
111798202,"{""plan"": ""monthly"", ""amount"": 2678, ""currency"": ""USD""}",2678,USD,monthly,2023-08-19T00:00:00Z,greenenergy.example,contact261@greenenergy.example,209,1261,renewable_energy,,,,,"{""tier"": ""starter"", ""support_level"": ""basic"", ""account_manager"": ""Sarah Johnson"", ""region"": ""west"", ""priority"": 4}",Sarah Johnson,4,west,basic,starter,Green Energy Co #261,2023-12-02T00:00:00Z
52044542,,,,,2023-04-17T00:00:00Z,creativedesign.example,contact262@creativedesign.example,680,1262,design,,,,,"{""tier"": ""starter"", ""support_level"": ""basic"", ""account_manager"": ""Taylor Brown"", ""region"": ""south"", ""priority"": 4}",Taylor Brown,4,south,basic,starter,Creative Design Studio #262,2023-07-04T00:00:00Z
140424446,,,,,2023-07-21T00:00:00Z,globallogistics.example,contact263@globallogistics.example,58,1263,logistics,,,,,"{""tier"": ""professional"", ""support_level"": ""premium"", ""account_manager"": ""Casey Miller"", ""region"": ""east"", ""priority"": 3}",Casey Miller,3,east,premium,professional,Global Logistics LLC #263,2023-10-18T00:00:00Z
74890964,"{""plan"": ""monthly"", ""amount"": 1847, ""currency"": ""USD""}",1847,USD,monthly,2023-07-09T00:00:00Z,healthwellness.example,contact264@healthwellness.example,314,1264,healthcare,,,,,"{""tier"": ""professional"", ""support_level"": ""premium"", ""account_manager"": ""Morgan Davis"", ""region"": ""north"", ""priority"": 5}",Morgan Davis,5,north,premium,professional,Health & Wellness Center #264,2023-12-21T00:00:00Z
155112629,"{""plan"": ""monthly"", ""amount"": 4567, ""currency"": ""USD""}",4567,USD,monthly,2023-03-31T00:00:00Z,innovativesoftware.example,contact265@innovativesoftware.example,541,1265,software,,,,,"{""tier"": ""professional"", ""support_level"": ""basic"", ""account_manager"": ""Morgan Davis"", ""region"": ""north"", ""priority"": 1}",Morgan Davis,1,north,basic,professional,Innovative Software Labs #265,2023-09-02T00:00:00Z
120620759,,,,,2024-02-01T00:00:00Z,artisancoffee.example,contact266@artisancoffee.example,764,1266,food_beverage,,,,,"{""tier"": ""starter"", ""support_level"": ""basic"", ""account_manager"": ""Emily Rodriguez"", ""region"": ""south"", ""priority"": 2}",Emily Rodriguez,2,south,basic,starter,Artisan Coffee Roasters #266,2024-06-12T00:00:00Z
80189747,,,,,2023-05-09T00:00:00Z,edupublishing.example,contact267@edupublishing.example,654,1267,education,,,,,"{""tier"": ""professional"", ""support_level"": ""standard"", ""account_manager"": ""Sarah Johnson"", ""region"": ""north"", ""priority"": 3}",Sarah Johnson,3,north,standard,professional,Educational Publishing House #267,2023-08-16T00:00:00Z
33863461,,,,,2023-05-26T00:00:00Z,sustainablefashion.example,contact268@sustainablefashion.example,729,1268,fashion,,,,,"{""tier"": ""starter"", ""support_level"": ""premium"", ""account_manager"": ""David Kim"", ""region"": ""east"", ""priority"": 1}",David Kim,1,east,premium,starter,Sustainable Fashion Brand #268,2023-08-13T00:00:00Z
98442066,,,,,2023-01-18T00:00:00Z,advancedmfg.example,contact269@advancedmfg.example,422,1269,manufacturing,"{""salesforce"": false, ""hubspot"": true, ""slack"": true}",True,False,True,"{""tier"": ""professional"", ""support_level"": ""premium"", ""account_manager"": ""David Kim"", ""region"": ""central"", ""priority"": 1}",David Kim,1,central,premium,professional,Advanced Manufacturing Corp #269,2023-03-21T00:00:00Z
48667840,,,,,2023-02-22T00:00:00Z,digitalmarketing.example,contact270@digitalmarketing.example,278,1270,marketing,,,,,"{""tier"": ""enterprise"", ""support_level"": ""standard"", ""account_manager"": ""Emily Rodriguez"", ""region"": ""central"", ""priority"": 3}",Emily Rodriguez,3,central,standard,enterprise,Digital Marketing Agency #270,2023-08-22T00:00:00Z
84756626,,,,,2023-07-14T00:00:00Z,cloudservices.example,contact271@cloudservices.example,743,1271,cloud_computing,,,,,"{""tier"": ""professional"", ""support_level"": ""standard"", ""account_manager"": ""Lisa Wang"", ""region"": ""south"", ""priority"": 4}",Lisa Wang,4,south,standard,professional,Cloud Services Provider #271,2023-12-22T00:00:00Z
80129179,"{""plan"": ""monthly"", ""amount"": 5627, ""currency"": ""USD""}",5627,USD,monthly,2024-03-04T00:00:00Z,biotechresearch.example,contact272@biotechresearch.example,40,1272,biotechnology,,,,,"{""tier"": ""starter"", ""support_level"": ""basic"", ""account_manager"": ""Alex Thompson"", ""region"": ""south"", ""priority"": 2}",Alex Thompson,2,south,basic,starter,Biotech Research Lab #272,2024-04-17T00:00:00Z
147857881,,,,,2024-03-07T00:00:00Z,urbanplanning.example,contact273@urbanplanning.example,22,1273,consulting,,,,,"{""tier"": ""professional"", ""support_level"": ""basic"", ""account_manager"": ""Casey Miller"", ""region"": ""east"", ""priority"": 3}",Casey Miller,3,east,basic,professional,Urban Planning Consultants #273,2024-05-23T00:00:00Z
74728336,,,,,2024-01-10T00:00:00Z,renewableresources.example,contact274@renewableresources.example,992,1274,energy,,,,,"{""tier"": ""professional"", ""support_level"": ""standard"", ""account_manager"": ""Morgan Davis"", ""region"": ""east"", ""priority"": 4}",Morgan Davis,4,east,standard,professional,Renewable Resources Corp #274,2024-07-18T00:00:00Z
190792799,,,,,2023-05-17T00:00:00Z,mobileapp.example,contact275@mobileapp.example,246,1275,mobile,,,,,"{""tier"": ""enterprise"", ""support_level"": ""standard"", ""account_manager"": ""Emily Rodriguez"", ""region"": ""south"", ""priority"": 5}",Emily Rodriguez,5,south,standard,enterprise,Mobile App Development #275,2023-07-31T00:00:00Z
180294624,"{""plan"": ""annual"", ""amount"": 9787, ""currency"": ""USD""}",9787,USD,annual,2023-12-19T00:00:00Z,dataanalytics.example,contact276@dataanalytics.example,489,1276,analytics,,,,,"{""tier"": ""enterprise"", ""support_level"": ""basic"", ""account_manager"": ""Emily Rodriguez"", ""region"": ""east"", ""priority"": 4}",Emily Rodriguez,4,east,basic,enterprise,Data Analytics Firm #276,2024-03-07T00:00:00Z
95137391,"{""plan"": ""annual"", ""amount"": 494, ""currency"": ""USD""}",494,USD,annual,2023-12-11T00:00:00Z,cybersecurity.example,contact277@cybersecurity.example,928,1277,security,,,,,"{""tier"": ""enterprise"", ""support_level"": ""basic"", ""account_manager"": ""Emily Rodriguez"", ""region"": ""west"", ""priority"": 2}",Emily Rodriguez,2,west,basic,enterprise,Cybersecurity Solutions #277,2024-03-14T00:00:00Z
187454814,,,,,2023-04-17T00:00:00Z,ecommerce.example,contact278@ecommerce.example,417,1278,retail,,,,,"{""tier"": ""enterprise"", ""support_level"": ""basic"", ""account_manager"": ""Jordan Lee"", ""region"": ""south"", ""priority"": 3}",Jordan Lee,3,south,basic,enterprise,E-commerce Platform #278,2023-05-30T00:00:00Z
123630787,,,,,2023-10-29T00:00:00Z,airesearch.example,contact279@airesearch.example,641,1279,research,,,,,"{""tier"": ""enterprise"", ""support_level"": ""basic"", ""account_manager"": ""Morgan Davis"", ""region"": ""east"", ""priority"": 5}",Morgan Davis,5,east,basic,enterprise,AI Research Institute #279,2023-11-09T00:00:00Z
83434379,,,,,2023-08-19T00:00:00Z,techsolutions.example,contact280@techsolutions.example,505,1280,technology,,,,,"{""tier"": ""professional"", ""support_level"": ""standard"", ""account_manager"": ""Jordan Lee"", ""region"": ""east"", ""priority"": 3}",Jordan Lee,3,east,standard,professional,Tech Solutions Inc #280,2023-10-20T00:00:00Z
47715063,,,,,2023-07-28T00:00:00Z,greenenergy.example,contact281@greenenergy.example,670,1281,renewable_energy,"{""salesforce"": false, ""hubspot"": true, ""slack"": true}",True,False,True,"{""tier"": ""starter"", ""support_level"": ""premium"", ""account_manager"": ""Emily Rodriguez"", ""region"": ""south"", ""priority"": 2}",Emily Rodriguez,2,south,premium,starter,Green Energy Co #281,2023-09-25T00:00:00Z
141653082,,,,,2023-04-29T00:00:00Z,creativedesign.example,contact282@creativedesign.example,7,1282,design,,,,,"{""tier"": ""enterprise"", ""support_level"": ""basic"", ""account_manager"": ""Jordan Lee"", ""region"": ""west"", ""priority"": 3}",Jordan Lee,3,west,basic,enterprise,Creative Design Studio #282,2023-11-13T00:00:00Z
27514208,,,,,2023-05-19T00:00:00Z,globallogistics.example,contact283@globallogistics.example,879,1283,logistics,,,,,"{""tier"": ""professional"", ""support_level"": ""premium"", ""account_manager"": ""Morgan Davis"", ""region"": ""south"", ""priority"": 5}",Morgan Davis,5,south,premium,professional,Global Logistics LLC #283,2023-12-03T00:00:00Z
151796144,,,,,2023-01-29T00:00:00Z,healthwellness.example,contact284@healthwellness.example,518,1284,healthcare,,,,,"{""tier"": ""enterprise"", ""support_level"": ""basic"", ""account_manager"": ""Jordan Lee"", ""region"": ""central"", ""priority"": 1}",Jordan Lee,1,central,basic,enterprise,Health & Wellness Center #284,2023-07-11T00:00:00Z
146071050,,,,,2023-07-24T00:00:00Z,innovativesoftware.example,contact285@innovativesoftware.example,121,1285,software,"{""salesforce"": true, ""hubspot"": true, ""slack"": true}",True,True,True,"{""tier"": ""enterprise"", ""support_level"": ""basic"", ""account_manager"": ""David Kim"", ""region"": ""north"", ""priority"": 3}",David Kim,3,north,basic,enterprise,Innovative Software Labs #285,2024-01-22T00:00:00Z
95285918,,,,,2023-10-02T00:00:00Z,artisancoffee.example,contact286@artisancoffee.example,33,1286,food_beverage,,,,,"{""tier"": ""enterprise"", ""support_level"": ""premium"", ""account_manager"": ""Michael Chen"", ""region"": ""east"", ""priority"": 3}",Michael Chen,3,east,premium,enterprise,Artisan Coffee Roasters #286,2024-01-19T00:00:00Z
169997496,,,,,2023-11-19T00:00:00Z,edupublishing.example,contact287@edupublishing.example,712,1287,education,,,,,"{""tier"": ""professional"", ""support_level"": ""standard"", ""account_manager"": ""Casey Miller"", ""region"": ""north"", ""priority"": 1}",Casey Miller,1,north,standard,professional,Educational Publishing House #287,2024-05-05T00:00:00Z
25280186,,,,,2023-08-16T00:00:00Z,sustainablefashion.example,contact288@sustainablefashion.example,320,1288,fashion,"{""salesforce"": false, ""hubspot"": false, ""slack"": false}",False,False,False,"{""tier"": ""starter"", ""support_level"": ""standard"", ""account_manager"": ""Morgan Davis"", ""region"": ""east"", ""priority"": 3}",Morgan Davis,3,east,standard,starter,Sustainable Fashion Brand #288,2024-02-12T00:00:00Z
17818087,,,,,2023-02-25T00:00:00Z,advancedmfg.example,contact289@advancedmfg.example,483,1289,manufacturing,,,,,"{""tier"": ""starter"", ""support_level"": ""standard"", ""account_manager"": ""Alex Thompson"", ""region"": ""south"", ""priority"": 1}",Alex Thompson,1,south,standard,starter,Advanced Manufacturing Corp #289,2023-03-20T00:00:00Z
9310054,"{""plan"": ""annual"", ""amount"": 7650, ""currency"": ""USD""}",7650,USD,annual,2024-02-18T00:00:00Z,digitalmarketing.example,contact290@digitalmarketing.example,127,1290,marketing,,,,,"{""tier"": ""enterprise"", ""support_level"": ""standard"", ""account_manager"": ""Emily Rodriguez"", ""region"": ""central"", ""priority"": 1}",Emily Rodriguez,1,central,standard,enterprise,Digital Marketing Agency #290,2024-04-09T00:00:00Z
